language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_js_to_java.jsonl,0.482927,0.004481,0.579268,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_js_to_python.jsonl,0.645122,0.002281,0.713415,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_js_to_rust.jsonl,0.360976,0.017397,0.579268,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_python_to_cpp.jsonl,0.246341,0.009756,0.439024,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_python_to_go.jsonl,0.298780,0.004723,0.396341,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_python_to_java.jsonl,0.468293,0.004878,0.573171,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_python_to_js.jsonl,0.525610,0.007317,0.615854,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_python_to_rust.jsonl,0.362195,0.014507,0.591463,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_rust_to_cpp.jsonl,0.287805,0.012992,0.493902,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_rust_to_go.jsonl,0.308537,0.005316,0.426829,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_rust_to_java.jsonl,0.458537,0.007058,0.609756,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_rust_to_js.jsonl,0.413415,0.004878,0.518293,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_194/humaneval_rust_to_python.jsonl,0.557317,0.004563,0.670732,0.000000,,,,
total,ALL,0.406707,0.002367,0.542276,0.000000,,,,
