language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_dapo_reward30b_100/humaneval_java_to_rust.jsonl,0.478049,0.014507,0.737805,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_reward30b_100/humaneval_js_to_cpp.jsonl,0.768293,0.012790,0.884146,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_reward30b_100/humaneval_js_to_go.jsonl,0.620732,0.006218,0.792683,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_reward30b_100/humaneval_js_to_java.jsonl,0.780488,0.005102,0.878049,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_reward30b_100/humaneval_js_to_python.jsonl,0.839024,0.006278,0.902439,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_reward30b_100/humaneval_js_to_rust.jsonl,0.519512,0.008493,0.731707,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_reward30b_100/humaneval_python_to_cpp.jsonl,0.725610,0.003856,0.829268,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_reward30b_100/humaneval_python_to_go.jsonl,0.521951,0.003109,0.676829,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_reward30b_100/humaneval_python_to_java.jsonl,0.774390,0.005102,0.865854,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_reward30b_100/humaneval_python_to_js.jsonl,0.837805,0.006567,0.908537,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_reward30b_100/humaneval_python_to_rust.jsonl,0.424390,0.007368,0.664634,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_reward30b_100/humaneval_rust_to_cpp.jsonl,0.815854,0.003555,0.902439,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_reward30b_100/humaneval_rust_to_go.jsonl,0.558537,0.016766,0.713415,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_reward30b_100/humaneval_rust_to_java.jsonl,0.763415,0.004878,0.847561,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_reward30b_100/humaneval_rust_to_js.jsonl,0.709756,0.006567,0.829268,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_reward30b_100/humaneval_rust_to_python.jsonl,0.746341,0.007111,0.841463,0.000000,,,,
total,ALL,0.698902,0.001361,0.827439,0.000000,,,,
