language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_js_to_java.jsonl,0.845122,0.005655,0.920732,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_js_to_python.jsonl,0.864634,0.003555,0.908537,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_js_to_rust.jsonl,0.396341,0.020039,0.695122,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_python_to_cpp.jsonl,0.693902,0.010455,0.829268,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_python_to_go.jsonl,0.548780,0.010384,0.719512,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_python_to_java.jsonl,0.764634,0.008752,0.847561,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_python_to_js.jsonl,0.825610,0.006567,0.908537,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_python_to_rust.jsonl,0.423171,0.021175,0.707317,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_rust_to_cpp.jsonl,0.792683,0.007713,0.902439,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_rust_to_go.jsonl,0.563415,0.010491,0.743902,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_rust_to_java.jsonl,0.801220,0.010312,0.884146,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_rust_to_js.jsonl,0.752439,0.011009,0.823171,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_drgrpo_reward30b_100/humaneval_rust_to_python.jsonl,0.812195,0.007317,0.859756,0.000000,,,,
total,ALL,0.710935,0.003155,0.831504,0.000000,,,,
