language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_grpo_reward35b_nothink_100/humaneval_python_to_go.jsonl,0.697561,0.007111,0.810976,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_grpo_reward35b_nothink_100/humaneval_python_to_java.jsonl,0.803659,0.007317,0.884146,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_grpo_reward35b_nothink_100/humaneval_python_to_js.jsonl,0.890244,0.005785,0.945122,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_grpo_reward35b_nothink_100/humaneval_python_to_rust.jsonl,0.352439,0.013824,0.737805,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_grpo_reward35b_nothink_100/humaneval_rust_to_cpp.jsonl,0.836585,0.013553,0.926829,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_grpo_reward35b_nothink_100/humaneval_rust_to_go.jsonl,0.698780,0.011177,0.810976,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_grpo_reward35b_nothink_100/humaneval_rust_to_java.jsonl,0.837805,0.006567,0.908537,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_grpo_reward35b_nothink_100/humaneval_rust_to_js.jsonl,0.840244,0.005245,0.878049,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_grpo_reward35b_nothink_100/humaneval_rust_to_python.jsonl,0.832927,0.005655,0.878049,0.000000,,,,
total,ALL,0.751748,0.002314,0.871951,0.000000,,,,
