language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_java_to_rust.jsonl,0.370732,0.015712,0.737805,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_js_to_cpp.jsonl,0.767073,0.007567,0.878049,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_js_to_go.jsonl,0.763415,0.004045,0.871951,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_js_to_java.jsonl,0.835366,0.009044,0.902439,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_js_to_python.jsonl,0.887805,0.006844,0.939024,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_js_to_rust.jsonl,0.406098,0.030707,0.768293,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_python_to_cpp.jsonl,0.657317,0.009907,0.829268,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_python_to_go.jsonl,0.648780,0.007111,0.792683,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_python_to_java.jsonl,0.775610,0.009126,0.871951,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_python_to_js.jsonl,0.878049,0.003856,0.920732,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_python_to_rust.jsonl,0.354878,0.020981,0.731707,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_rust_to_cpp.jsonl,0.768293,0.010384,0.896341,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_rust_to_go.jsonl,0.631707,0.004563,0.756098,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_rust_to_java.jsonl,0.768293,0.009641,0.884146,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_rust_to_js.jsonl,0.845122,0.008316,0.896341,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_9B_dapo_0702_reward35b_nothink_100/humaneval_rust_to_python.jsonl,0.785366,0.005245,0.865854,0.000000,,,,
total,ALL,0.723821,0.001596,0.858943,0.000000,,,,
