language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_java_to_cpp.jsonl,0.800000,0.008920,0.896341,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_java_to_go.jsonl,0.571951,0.011792,0.701220,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_java_to_js.jsonl,0.901220,0.006218,0.945122,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_java_to_python.jsonl,0.884146,0.004312,0.926829,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_java_to_rust.jsonl,0.457317,0.016810,0.780488,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_js_to_cpp.jsonl,0.782927,0.005316,0.865854,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_js_to_go.jsonl,0.618293,0.010491,0.817073,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_js_to_java.jsonl,0.819512,0.005655,0.914634,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_js_to_python.jsonl,0.892683,0.003109,0.914634,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_js_to_rust.jsonl,0.428049,0.013958,0.750000,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_python_to_cpp.jsonl,0.747561,0.007616,0.847561,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_python_to_go.jsonl,0.509756,0.001494,0.676829,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_python_to_java.jsonl,0.801220,0.008089,0.865854,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_python_to_js.jsonl,0.856098,0.006844,0.920732,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_python_to_rust.jsonl,0.410976,0.007111,0.707317,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_rust_to_cpp.jsonl,0.812195,0.004045,0.896341,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_rust_to_go.jsonl,0.556098,0.008271,0.725610,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_rust_to_java.jsonl,0.806098,0.003555,0.847561,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_rust_to_js.jsonl,0.730488,0.010631,0.847561,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_dapo_0702_reward35b_think_100/humaneval_rust_to_python.jsonl,0.803659,0.005912,0.847561,0.000000,,,,
total,ALL,0.707886,0.001304,0.833130,0.000000,,,,
