language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_js_to_go.jsonl,0.418293,0.007111,0.512195,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_js_to_java.jsonl,0.473171,0.008089,0.597561,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_js_to_python.jsonl,0.670732,0.010384,0.725610,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_js_to_rust.jsonl,0.356098,0.024130,0.542683,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_python_to_cpp.jsonl,0.258537,0.010491,0.390244,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_python_to_go.jsonl,0.310976,0.004723,0.390244,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_python_to_java.jsonl,0.490244,0.004563,0.591463,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_python_to_js.jsonl,0.539024,0.006278,0.615854,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_python_to_rust.jsonl,0.374390,0.009564,0.597561,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_rust_to_cpp.jsonl,0.300000,0.005245,0.451220,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_rust_to_go.jsonl,0.325610,0.006844,0.432927,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_rust_to_java.jsonl,0.460976,0.005974,0.579268,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_rust_to_js.jsonl,0.435366,0.009564,0.554878,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_rust_to_python.jsonl,0.539024,0.005655,0.615854,0.000000,,,,
total,ALL,0.415325,0.001950,0.533943,0.000000,,,,
