language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_java_to_python.jsonl,0.863415,0.003659,0.939024,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_java_to_rust.jsonl,0.418293,0.012134,0.689024,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_js_to_cpp.jsonl,0.709756,0.005655,0.835366,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_js_to_go.jsonl,0.671951,0.008271,0.804878,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_js_to_java.jsonl,0.863415,0.007111,0.926829,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_js_to_python.jsonl,0.867073,0.007058,0.926829,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_js_to_rust.jsonl,0.387805,0.009945,0.646341,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_python_to_cpp.jsonl,0.614634,0.015474,0.780488,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_python_to_go.jsonl,0.595122,0.005655,0.762195,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_python_to_java.jsonl,0.787805,0.002987,0.890244,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_python_to_js.jsonl,0.801220,0.013303,0.890244,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_python_to_rust.jsonl,0.389024,0.007058,0.646341,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_rust_to_cpp.jsonl,0.745122,0.009718,0.884146,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_rust_to_go.jsonl,0.584146,0.007567,0.689024,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_rust_to_java.jsonl,0.817073,0.009247,0.896341,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_rust_to_js.jsonl,0.780488,0.002727,0.847561,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward35b_nothink_100/humaneval_rust_to_python.jsonl,0.781707,0.006218,0.865854,0.000000,,,,
total,ALL,0.698333,0.002060,0.826829,0.000000,,,,
